ID,name,gender,year_of_birth,height,ethnicity
/m/06wvfq,Rekha Ganesan,F,1954.0,1.7,Indian people
/m/0cld6t,Rohini Hattangadi,F,1955.0,,Indian people
/m/0c2ry,Carole Lombard,F,1908.0,1.61,
/m/0285lqc,Alison Skipworth,F,1863.0,,
/m/011_pk,Chester Morris,M,1901.0,,
/m/09qh1,Cary Grant,M,1904.0,1.87,
/m/07n94_,Mario Adorf,M,1930.0,1.77,
/m/04lj1ct,Werner Peters,M,1918.0,,
/m/03mbrr,Greg Germann,M,1958.0,1.778,
/m/02zyhz,Beth Broderick,F,1959.0,1.73,
/m/080q78,J. R. Bourne,M,1970.0,1.77,
/m/0fw0l9,Robert John Burke,M,1960.0,,
/m/06fd01,Nancy Allen,F,1950.0,1.68,
/m/02js_6,Rip Torn,M,1931.0,1.78,
/m/0b_tgg,John Castle,M,1940.0,,
/m/0335qg,Jill Hennessy,F,1968.0,1.73,
/m/04bdlg,Mako,M,1933.0,1.62,
/m/054v3p,CCH Pounder,F,1952.0,1.689,
/m/0309lm,Stephen Root,M,1951.0,1.75,
/m/0jwkl_,Robert Doqui,M,1934.0,,African American
/m/07trgt,Daniel von Bargen,M,1950.0,,
/m/0335fp,Bradley Whitford,M,1959.0,1.8,
/m/02qbmxr,Stanley Anderson,M,1939.0,,
/m/04ygpmd,Sujatha,F,1952.0,,Indian people
/m/04cmrt,Simran Bagga,F,1976.0,1.67,
/m/0g55wt_,Prithviraj,M,,,
/m/04y8lps,Venniradai Moorthy,M,1936.0,,
/m/04ygybk,Kovai Sarala,F,,,
/m/0gp_tx,Dhamu,M,,,
/m/09v3c8s,Nazima,F,,,Indian people
/m/09nc76,Deb Mukherjee,M,,,Bengali Hindus
/m/03f22dp,Ashok Kumar,M,1911.0,,Kanyakubja Brahmins
/m/0cfwj7,Nanda,F,1939.0,1.61,
/m/05nw9m,Pran Sikhand,M,1920.0,1.7,Indian people
/m/0cr7p37,Raj Mehra,M,,,
/m/0gbwnlq,Chandrima Bhaduri,F,,,Indian people
/m/0gc6fr4,Polson,M,,,Indian people
/m/01gw8b,Jill Clayburgh,F,1944.0,1.727,Jewish people
/m/05xd_v,Michael Murphy,M,1938.0,1.85,
/m/0h7hcy,Cliff Gorman,M,1936.0,,
/m/015gw6,Alan Bates,M,1934.0,1.8,
/m/05kfwth,Novella Nelson,F,1939.0,,African American
/m/07480_,Raymond J. Barry,M,1939.0,,
/m/06t0c5,Hardy Krüger,M,1928.0,,
/m/09j7wl,Michael Goodliffe,M,1914.0,,
/m/02x3vpm,Jack Gwillim,M,1909.0,,
/m/04076w,Alec McCowen,M,1925.0,,
/m/07k84c,Colin Gordon,M,1911.0,,
/m/06q_62,Terence Alexander,M,1923.0,,
/m/0jrny,Christopher Reeve,M,1952.0,1.93,
/m/02g5jh,Maria Schell,F,1926.0,,
/m/02mxw0,Ned Beatty,M,1937.0,1.727,
/m/039bp,Gene Hackman,M,1930.0,1.88,White American
/m/015dnt,Trevor Howard,M,1913.0,,
/m/01fkv0,Terence Stamp,M,1938.0,1.829,
/m/06rghp,Marc McClure,M,1957.0,,
/m/012c6x,Jackie Cooper,M,1922.0,,
/m/02_01w,Glenn Ford,M,1916.0,1.803,
/m/04mlmx,Margot Kidder,F,1948.0,1.68,
/m/06db7b,Jeff East,M,1957.0,,
/m/01fwf1,Susannah York,F,1939.0,1.689,
/m/072cb4,Phyllis Thaxter,F,1921.0,,
/m/01gvx4,Valerie Perrine,F,1943.0,1.7,
/m/04qmmn,Sarah Douglas,F,1952.0,1.778,
/m/04__f,Marlon Brando,M,1924.0,1.75,
/m/06fgbb,Lloyd Nolan,M,1902.0,1.79,
/m/04cs0xs,Joseph Crehan,M,1883.0,,
/m/09gdc6d,James Millican,M,1911.0,,
/m/0k57l,Roscoe Arbuckle,M,1887.0,1.78,
/m/053xk1,Navya Nair,F,1985.0,,Indian people
/m/0d_9jh,Kunchacko Boban,M,1976.0,1.7018,
/m/048svj,Jagathi Sreekumar,M,1951.0,,
/m/04fn91,Sujatha,M,1935.0,,
/m/04645zm,Riyaz Khan,M,1972.0,,
/m/0f3l3j,Basil Sydney,M,1894.0,,
/m/04mx6jw,Frank Cellier,M,1884.0,,
/m/03nv71,Bernard Lee,M,1908.0,1.83,
/m/04xbhp,Oscar Homolka,M,1898.0,,Jewish people
/m/012dtw,Walter Huston,M,1883.0,1.83,
/m/06n2th,George Buck Flower,M,1937.0,,
/m/04g6qg,Jacqueline McKenzie,F,1967.0,1.67,Scottish Australian
/m/021nx5,Rachel Ward,F,1957.0,1.75,
/m/04bgrh,Bryan Brown,M,1947.0,,
/m/04mg6l,Armand Assante,M,1949.0,1.78,
/m/01l9p,Charlize Theron,F,1975.0,1.77,White Africans of European ancestry
/m/052scg,Lawrence Pressman,M,1939.0,,
/m/08jfkw,Austin Pendleton,M,1940.0,,Americans
/m/0q9vf,Michael Richards,M,1949.0,1.91,
/m/073749,Jennifer Coolidge,F,1961.0,1.765,
/m/0372kf,Jeff Daniels,M,1955.0,1.91,White American
/m/07m9cm,Til Schweiger,M,1963.0,1.778,Germans
/m/07mz77,Udo Kier,M,1944.0,1.8,Germans
/m/04d9yz,Damon Dash,M,1971.0,1.78,African American
/m/063kr3,Barry Primus,M,1938.0,,
/m/05mx9p,Lori Singer,F,1957.0,1.778,Jewish people
/m/02jq_k,Karen Allen,F,1951.0,1.7,
/m/0jt23l,Massimo Vanni,M,1946.0,,
/m/030bvb,Elke Sommer,F,1940.0,1.7,
/m/01ty7ll,Betty Grable,F,1916.0,1.63,
/m/029135,Victor Mature,M,1913.0,1.88,
/m/0ddgv5x,Jalaja,,,,
/m/02qy3py,Murali,M,1954.0,,Malayali
/m/04328m,Nirupa Roy,F,1931.0,1.6,Indian people
/m/08hhm6,Manoj Kumar,M,1937.0,1.89,
/m/06n54j,Saira Banu,F,1944.0,1.68,Indian people
/m/08d6bd,Vinod Khanna,M,1946.0,1.85,Indian people
/m/0cfz_z,Rajendra Nath,M,1931.0,,
/m/0cdy96,Kamini Kaushal,F,1927.0,,
/m/0gcx730,Manmohan,M,,,
/m/0gdk3cl,Krishan Dhawan,M,,,
/m/09v4x2t,Joginder Shelly,M,1949.0,,Indian people
/m/0dxdcm,Monte Blue,M,1887.0,,
/m/08r1g7,Yuri Lowenthal,M,1971.0,1.75,
/m/0h7pj,Bruce Willis,M,1955.0,1.8,
/m/01xldv,Madeleine Stowe,F,1958.0,1.715,
/m/0c6qh,Brad Pitt,M,1963.0,1.8,
/m/06bzwt,David Morse,M,1953.0,1.93,
/m/04bpvh,Christopher Meloni,M,1961.0,1.829,
/m/04wt7n,Jon Seda,M,1970.0,1.727,
/m/0287kv8,Massimo Girotti,M,1918.0,,
/m/05xf75,Tom Hardy,M,1977.0,1.78,
/m/05sdxx,Gil Bellows,M,1967.0,1.778,
/m/04096t,"James L. Avery, Sr.",M,1948.0,1.96,African American
/m/051tjf,Michael Berryman,M,1948.0,,
/m/03k_r7,Kari Wührer,F,1967.0,1.65,
/m/05mj7m,Marc Singer,M,1948.0,1.87,Jewish people
/m/09qj2l,Wings Hauser,M,1947.0,,
