ID,name,gender,year_of_birth,height,ethnicity
/m/04zwfrk,Anjala Zaveri,F,1972.0,,Indian people
/m/0gg6vjp,John Eldredge,M,1904.0,,
/m/01479s,Broderick Crawford,M,1911.0,1.829,
/m/01l3j,Béla Lugosi,M,1882.0,1.85,Hungarian American
/m/0f45yl,Hugh Herbert,M,1887.0,,
/m/07z2w7,Claire Dodd,F,1908.0,,
/m/02rwj9,Gale Sondergaard,F,1899.0,,
/m/02knnd,Alan Ladd,M,1913.0,1.65,
/m/016dql,Gladys Cooper,F,1888.0,,
/m/09rxfb,Anne Gwynne,F,1918.0,,
/m/0hwd8,Basil Rathbone,M,1892.0,1.87,
/m/03hgf2b,Fosco Giachetti,M,1900.0,,
/m/034cj9,Robert Montgomery,M,1904.0,,
/m/044f7,Jim Henson,M,1936.0,,
/m/01vy_v8,Frank Oz,M,1944.0,1.88,Jewish people
/m/03vy0g,Joe Flaherty,M,1941.0,1.85,
/m/0mfj2,John Candy,M,1950.0,1.88,
/m/0m68w,Sandra Bernhard,F,1955.0,1.78,Jewish people
/m/0p_jc,Chevy Chase,M,1943.0,1.93,
/m/0343h,George Lucas,M,1944.0,1.7,White people
/m/03xjmg,Sally Kellerman,F,1937.0,1.78,
/m/03gwybn,William Lundigan,M,1914.0,1.87,
/m/033htq,George Brent,M,1899.0,1.85,
/m/04x94m,James Stephenson,M,1889.0,,
/m/06kq1h,Jerome Cowan,M,1897.0,,
/m/027w_m5,Jane Bryan,F,1918.0,,
/m/0f8463,George Meeker,M,1904.0,1.8,
/m/05q53cl,William Benedict,M,1917.0,,
/m/0c172b,Betty Blythe,F,1893.0,,
/m/02x270_,Cy Kendall,M,1898.0,,
/m/025vrx_,Pierre Watkin,M,1889.0,,
/m/02w9807,Charles King,M,1895.0,,
/m/03crgyz,Ju Jin-mo,M,1974.0,1.8,
/m/02_68x,James Frain,M,1968.0,1.829,
/m/0523xrr,Eriq Ebouaney,M,1967.0,,
/m/093jm9,Michael Dudikoff,M,1954.0,,
/m/06_qlq,Woody Strode,M,1914.0,,
/m/028nb1,Kelly Slater,M,1972.0,1.75,Syrian American
/m/03mq20,Tim McInnerny,M,1956.0,1.85,
/m/0cks7w,Stuart Wilson,M,1946.0,,
/m/03f4w4,Joely Richardson,F,1965.0,1.75,White people
/m/0h32q,Vanessa Redgrave,F,1937.0,1.8,
/m/016zp5,Ian Holm,M,1931.0,1.651,
/m/0lpjn,Judi Dench,F,1934.0,1.55,
/m/01q_ph,Owen Wilson,M,1968.0,1.8,
/m/06cddt,Jason Sudeikis,M,1975.0,1.85,White people
/m/072bb1,Jenna Fischer,F,1974.0,1.64,
/m/01hcj2,Christina Applegate,F,1971.0,1.65,White American
/m/06lht1,Richard Jenkins,M,1947.0,1.85,
/m/05s_cwp,Alexandra Daddario,F,1986.0,1.73,
/m/05jztm,Joy Behar,F,1942.0,1.67,
/m/01pw2f1,Alyssa Milano,F,1972.0,1.57,
/m/08jyp3,Vanessa Angel,F,1966.0,1.727,
/m/02yplc,Molly Shannon,F,1964.0,1.65,
/m/01vlj1g,Matthew Broderick,M,1962.0,1.73,Jewish people
/m/047c9l,Kristin Chenoweth,F,1968.0,1.5,
/m/01y665,Victor Garber,M,1949.0,1.88,
/m/01hy3g,Debra Monk,F,1949.0,,
/m/027mz_9,Linda Kash,F,1967.0,,
/m/07r9dw3,Richard Fitzpatrick,M,,,
/m/03d4j05,Sai Kumar,M,1960.0,,Indian people
/m/0g6m_k,Kalabhavan Mani,M,1971.0,,
/m/04ctspm,Bharathi Vishnuvardhan,F,1951.0,,
/m/0bhb7fs,Aishwarya,F,1971.0,,Indian people
/m/04n4yc3,N. F. Varghese,M,1949.0,,
/m/02pxghj,Kanaka,F,1968.0,,
/m/04jkysx,Poornima Jayaram,F,1965.0,,
/m/09dv49,Innocent Vincent,M,1948.0,,Malayali
/m/03d1_n,June Lockhart,F,1925.0,,
/m/03pp73,Michael Moriarty,M,1941.0,1.93,
/m/0pyww,Julia Louis-Dreyfus,F,1961.0,1.6,
/m/0ksknr,Phil Fondacaro,M,1958.0,1.067,
/m/039xbb,Joseph Schildkraut,M,1896.0,,
/m/0k525,Max von Sydow,M,1929.0,1.94,
/m/03bggl,Van Heflin,M,1910.0,1.82,
/m/01wgx4,David McCallum,M,1933.0,1.73,
/m/0346xp,David Hedison,M,1927.0,1.842,
/m/06xkzs,Michael Ansara,M,1922.0,1.9,
/m/09g94h,Nehemiah Persoff,M,1919.0,,
/m/01mqnr,Martin Landau,M,1928.0,1.854,
/m/0sxqg,José Ferrer,M,1912.0,1.778,Puerto Ricans
/m/033wfz,Richard Conte,M,1910.0,,
/m/016cdn,Pat Boone,M,1934.0,1.75,
/m/093h0p,Janet Margolin,F,1943.0,,
/m/01939y,Dorothy McGuire,F,1916.0,,
/m/0ksmqq,Frank Dekova,M,1910.0,,
/m/07dhg0,Paul Stewart,M,1908.0,,
/m/019l68,Shelley Winters,F,1920.0,1.62,Jewish people
/m/016dv1,Sal Mineo,M,1939.0,1.68,
/m/01b17y,Carroll Baker,F,1931.0,1.65,
/m/030_p1,Victor Buono,M,1938.0,,
/m/0h1q6,Claude Rains,M,1889.0,1.69,
/m/01k67w,Ed Wynn,M,1886.0,1.82,
/m/07z54f,Frank Silvera,M,1914.0,,African American
/m/0c0vj_,Marian Seldes,F,1928.0,1.75,
/m/0f7zmg,John Lupton,M,1928.0,,
/m/02sh8y,Robert Loggia,M,1930.0,1.79,
/m/027fjw4,Cyril Delevanti,M,1889.0,,
/m/02nrln,Yuen Biao,M,1957.0,,
/m/0pkr1,Sammo Hung,M,1952.0,1.7,Hong Kong people
/m/06vh34,Lam Ching Ying,M,1952.0,,
/m/04_sj6,Setsuko Hara,F,1920.0,,
/m/0112yl,Toshiro Mifune,M,1920.0,1.74,
/m/01r0k9,Takashi Shimura,M,1905.0,1.7,
/m/03c8p_t,Masayuki Mori,M,1911.0,,
/m/05ypb3,Talish,M,1927.0,,
/m/0ll0f,Robert Donat,M,1905.0,,
/m/0byfz,Laurence Olivier,M,1907.0,1.78,
/m/02kfm5,Robert Beatty,M,1909.0,,
/m/03gxb2p,Ronald Shiner,M,1903.0,,
/m/0g70_,Margaret Rutherford,F,1892.0,,
/m/02z0vhk,Bobby Burns,M,1878.0,,
/m/018qms,Joan Fontaine,F,1917.0,1.6,
/m/034jjp,Barbara Eden,F,1934.0,1.62,
/m/0274778,Robert Easton,M,1930.0,1.94,
/m/088v88,John Litel,M,1892.0,,
/m/02lymt,Wesley Snipes,M,1962.0,1.753,African American
/m/048hf,Kyle MacLachlan,M,1959.0,1.83,
/m/033m23,Ming-Na,F,1963.0,1.63,Chinese American
/m/04bsdd,Amanda Donohoe,F,1962.0,1.715,
/m/0341n5,Thomas Haden Church,M,1960.0,1.83,
/m/08xxx9,Glenn Plummer,M,1961.0,,African American
/m/0h54_3,Geetu Mohandas,F,1981.0,,Malayali
/m/0253b6,Tia Carrere,F,1967.0,1.73,Pacific Islands American
/m/01g65g,Luke Perry,M,1966.0,1.765,
/m/023kzp,William H. Macy,M,1950.0,1.75,
/m/0c_ls_,Marceline Day,F,1908.0,1.6,
/m/06wnf6,Conrad Nagel,M,1897.0,,
/m/0bkrvh,Henry B. Walthall,M,1878.0,,
/m/0cwbwh,Polly Moran,F,1883.0,,
/m/020xv2,Linda Blair,F,1959.0,1.52,
/m/04n45zd,Claude Rich,M,1929.0,,
/m/0286c62,Fernand Garvet,M,1905.0,1.75,
/m/01z7nj,Adrienne Barbeau,F,1945.0,1.594,Armenians
/m/05mc99,Joe Morton,M,1947.0,,African American
/m/01_xr7,Ron Rifkin,M,1939.0,1.74,
/m/02kxwk,Kathy Bates,F,1948.0,1.6,
/m/07jrvf,Jay Thomas,M,1948.0,,
/m/01_ytp,Leslie Hope,F,1965.0,1.727,
/m/02h52z0,Nicholas Cascone,M,1963.0,1.78,
/m/02gz2p,Linda Hunt,F,1945.0,1.45,
/m/02q2m9p,Cheung Man,F,1967.0,,
/m/079hyb,Chingmy Yau,F,1968.0,,
/m/0738b8,David Cross,M,1964.0,1.75,
/m/06_t1j,Jacinda Barrett,F,1972.0,1.778,Australian American
/m/04stzk,Jon Heder,M,1977.0,1.85,
/m/034fd4,Horatio Sanz,M,1969.0,,Chilean American
/m/04bs3j,Sarah Silverman,F,1970.0,1.7,
/m/02lkcc,Michael Clarke Duncan,M,1957.0,1.96,African American
/m/01fh9,Billy Bob Thornton,M,1955.0,1.83,
/m/09ypcg,Aziz Ansari,M,1983.0,1.68,
/m/0d0fn9,Dan Fogler,M,1976.0,1.7,Jewish people
/m/05xfm6,Matt Walsh,M,1964.0,1.82,
/m/027_9wx,Jessica Stroup,F,1986.0,1.72,
/m/089z4t,Noel Gugliemi,M,1970.0,,
/m/0264kpx,Evan Jones,M,1976.0,,
/m/02745sw,Omar Benson Miller,M,1978.0,1.98,African American
/m/01dy7j,Edie Falco,F,1963.0,1.651,Swedish American
/m/0408yvx,James DuMont,M,1965.0,,
/m/04zcnc,Dana Elcar,M,1927.0,,
/m/0b_j9hy,Joel Fluellen,M,1907.0,,
/m/01bjdd,Melina Mercouri,F,1920.0,1.69,
/m/06w496h,Tien Feng,M,1928.0,,
/m/05szq11,Chan Hung Lit,M,1943.0,,
/m/014zn0,Dana Andrews,M,1909.0,1.78,
/m/01478p,Clifton Webb,M,1889.0,,
/m/013sg6,Vincent Price,M,1911.0,1.93,
/m/02cl24,Judith Anderson,F,1897.0,,
/m/02z2ftc,James Flavin,M,1906.0,1.85,
/m/04yfjx,Simon Yam,M,1955.0,1.8,Hong Kong people
/m/0flmyw,Irene Wan,F,1967.0,,
/m/02phzmd,Andrea Jeremiah,F,1985.0,1.72,
/m/07f4g_,Reema Sen,F,1981.0,1.65,Indian people
/m/09t6r9,Parthiban,M,1957.0,,
/m/0523j0d,Prathap K. Pothan,M,1952.0,,
/m/05l1x8,Saravanan Sivakumar,M,1975.0,1.68,
/m/0fxgzs,Vichara Dany,F,1948.0,,
/m/080c3d7,Kong Som Eun,M,1947.0,,
/m/07dfz4,David Andrews,M,1952.0,,
/m/0d_v8p,Mark Webber,M,1980.0,1.82,
/m/0f23x0,Tak Sakaguchi,M,1975.0,1.75,
/m/03crz8g,Kenichi Endo,M,1961.0,,
/m/0c31lr,Bree Turner,F,1977.0,1.7272,
/m/0c6g1l,Chris Pine,M,1980.0,1.85,Jewish people
/m/06zn34,Faizon Love,M,1968.0,1.77,Afro-Cuban
/m/077qsp,Missi Pyle,F,1972.0,1.8,
/m/0bvtsf8,Greg D'Agostino,M,,,White American
/m/084mcf,Tovah Feldshuh,F,1952.0,1.6,Jewish people
/m/01pgzn_,Lindsay Lohan,F,1986.0,1.65,White people
/m/044ptm,Om Puri,M,1950.0,1.78,
/m/07c90c,Riteish Deshmukh,M,1978.0,1.79,
/m/0dv37j,Rakhi Sawant,F,1978.0,1.65,
/m/0cr6dzd,Rasika Joshi,F,1972.0,,
/m/09472s,Sudha Chandran,F,1964.0,,Indian people
/m/026gn9,Evelyn Keyes,F,1916.0,1.63,
/m/0gpz5z,Ulrich Thomsen,M,1963.0,1.8,Danes
/m/02rf3dh,Kim Bodnia,M,1965.0,,
/m/0294fd,Miranda Otto,F,1967.0,1.651,
/m/064jbf,Conrad Brooks,M,1931.0,,
/m/06gv55,Joe Estevez,M,1946.0,,Spanish Americans
/m/09byk,Rutger Hauer,M,1944.0,1.85,Dutch people
/m/01ypsj,Joan Chen,F,1961.0,1.63,Chinese American
/m/01hmb_,Vincent D'Onofrio,M,1959.0,1.93,
/m/013qvn,Dean Martin,M,1917.0,1.79,
/m/05s37v,Earl Holliman,M,1928.0,1.82,
/m/02wrrm,George Kennedy,M,1925.0,1.9,
/m/0n82d,Nigel Hawthorne,M,1929.0,1.82,
/m/063h4t,Diane Baker,F,1938.0,1.67,
/m/0b2_8q,Micheline Presle,F,1922.0,,
/m/04cqxjs,Sergio Fantoni,M,1930.0,,
/m/04xbr4,Kevin McCarthy,M,1914.0,,Jewish people
/m/01ltsk,Leo G. Carroll,M,1892.0,1.78,
/m/06scwt,Virginia Christine,F,1920.0,1.62,
/m/0d6d2,Paul Newman,M,1925.0,1.77,Slovak American
/m/090gpr,Asha Parekh,F,1942.0,,
/m/06_nh0,Tom Bell,M,1933.0,,
/m/04jdwp,Rita Tushingham,F,1942.0,1.562,
/m/03jj93,David Thewlis,M,1963.0,1.89,
/m/024n3z,Karl Urban,M,1972.0,1.85,
/m/051tlw,Raizo Ichikawa,M,1931.0,,
/m/027l62t,Marthe Keller,F,1945.0,1.72,
/m/0ctwtk,Romolo Valli,M,1925.0,,
/m/05p2nbb,Guido Alberti,M,1909.0,,
/m/02849b0,"Ray ""Crash"" Corrigan",M,1902.0,,
/m/020csj,Arthur Treacher,M,1894.0,,
/m/01y2rq,Keye Luke,M,1904.0,,
/m/0380zg,Sean Young,F,1959.0,1.753,
/m/08rl48,Larry Drake,M,1950.0,1.905,
/m/029ghl,Bo Derek,F,1956.0,1.6,Welsh American
/m/0b_fw,Anthony Quinn,M,1915.0,1.88,
/m/017_xx,Julie Newmar,F,1933.0,1.803,
/m/03k59k,Don Murray,M,1929.0,1.87,
/m/03bpcj,Edmund Gwenn,M,1877.0,,
/m/01b1br,Nancy Kelly,F,1921.0,,
/m/0gdhty,Urvashi,F,1967.0,,
/m/080jcwg,Frédéric Pierrot,M,1960.0,,
/m/05zynl0,Michel Robin,M,1930.0,,
/m/03brvj,Tōru Furuya,M,1953.0,,
/m/03mv0b,Stan Laurel,M,1890.0,,
/m/049tjg,Van Johnson,M,1916.0,1.85,
/m/06g2zw,Joyce Carey,F,1898.0,,
/m/07s5jp8,Charles Goldner,M,1900.0,,
/m/03z_gl,Mala Sinha,F,1936.0,1.57,Nepali Indian
/m/0gdkxkf,Indrani Mukherjee,F,,,Indian people
/m/0cbs67,Martina Gedeck,F,1961.0,,
/m/0crc_44,Péter Andorai,M,1948.0,,
/m/0861_l,Tulip Joshi,F,1979.0,,
/m/07s9kn4,Radhika,F,,,
/m/06zj_ms,Lalu Alex,M,1953.0,1.7526,Malayali
/m/04ctfzz,Aarathi,F,1954.0,,Indian people
/m/0c4s07,Kenneth Harlan,M,1895.0,1.8,
/m/026vznp,Ralph Byrd,M,1909.0,,
/m/0g02kx,Jack Mulhall,M,1887.0,,
/m/03gjq9,Sessue Hayakawa,M,1889.0,,
/m/012jbv,Alexander Knox,M,1907.0,,
/m/0bs_9k,Harold Goodwin,M,1902.0,1.87,
/m/08pr22,Rhys Williams,M,1897.0,,
/m/0gsj2,Simone Signoret,F,1921.0,1.67,Jewish people
/m/0j976,Yves Montand,M,1921.0,1.87,
/m/026fs0j,Mylène Demongeot,F,1935.0,,
/m/021yzs,Tim Roth,M,1961.0,1.7,
/m/0h1nt,Sissy Spacek,F,1949.0,1.57,
/m/017115,Richard Farnsworth,M,1920.0,1.83,
/m/09c8fj,Everett McGill,M,1945.0,1.89,
/m/0bcf4p,Kanika Subramaniam,F,1982.0,,
/m/08_m50,Madhu,M,1933.0,1.7546,
/m/04lfkx2,John Wray,M,1887.0,,
/m/047txhl,Lil Dagover,F,1887.0,,
/m/02qczjp,George E. Stone,M,1903.0,1.613,
/m/07mw50,Robert Warwick,M,1878.0,,
/m/0479n8z,Matt McHugh,M,1894.0,,
/m/02835tw,Francis McDonald,M,1891.0,,
/m/03cbvz5,Warner Richmond,M,1886.0,,
/m/0krsdl,Reginald Barlow,M,1866.0,,
/m/02w9g0s,Clarence Muse,M,1889.0,,African American
/m/03d7x83,Oscar Apfel,M,1878.0,,
/m/0bkrj,Christopher Lambert,M,1957.0,1.8,
/m/025y8gp,Nicholas Guest,M,1951.0,,Jewish people
/m/06tp4h,Ashley Tisdale,F,1985.0,1.6,Jewish people
/m/0cj3lt,Maxim Roy,F,1972.0,1.7,
/m/02nrdp,Dom DeLuise,M,1933.0,1.78,
/m/030h95,Amy Irving,F,1953.0,1.63,Jewish people
/m/02jm0n,Jon Lovitz,M,1957.0,1.78,
/m/02rr84q,Vanna Bonta,F,1958.0,1.65,
/m/09xrxq,Peter Capaldi,M,1958.0,1.829,
/m/02qs2hg,Lee Beom Su,M,1970.0,,
/m/0fdqrg,Josephine Hutchinson,F,1903.0,,
/m/02xwgr,Elliott Gould,M,1938.0,1.91,Jewish people
/m/03cn92,JoBeth Williams,F,1948.0,1.71,
/m/04lp8k,Julie Benz,F,1972.0,1.63,
/m/015qt5,Art Carney,M,1918.0,1.77,
/m/0clj6h,Phil Bruns,M,1931.0,,
/m/0fyc_c,Josh Mostel,M,1946.0,1.75,
/m/04xbsk,Arthur Hunnicutt,M,1910.0,,
/m/04xq36,Geraldine Fitzgerald,F,1913.0,1.6,
/m/054zm7,Melanie Mayron,F,1952.0,1.664,
/m/01vyv9,Larry Hagman,M,1931.0,1.85,
/m/01t2h2,Andy Lau,M,1961.0,1.75,
/m/07kd4jm,Carrie Ng,F,1963.0,,
/m/01l5rj,Anna Karina,F,1940.0,1.7,
/m/05lbj7,Francisco Rabal,M,1926.0,,
/m/04bd8y,Richard Schiff,M,1955.0,1.78,
/m/035dg_,Omid Djalili,M,1965.0,1.65,Iranians in the United Kingdom
/m/02b85w,Bourvil,M,1917.0,,
/m/04yg8ln,Krishna Kumari,F,1933.0,1.65,Indian people
/m/025xz3q,Gummadi Venkateswara Rao,M,1925.0,,Indian people
/m/03m9jgp,Rajanala,M,,,
/m/02zjhx,Salome Jens,F,1935.0,1.753,
/m/01ft2l,Ted Danson,M,1947.0,1.88,
/m/016kft,Sam Waterston,M,1940.0,1.854,
/m/057hz,Mary Tyler Moore,F,1936.0,1.702,
/m/03z509,Amanda Plummer,F,1957.0,1.68,
/m/02y_2y,Forest Whitaker,M,1961.0,1.88,Akan people
/m/01rzqj,Kiefer Sutherland,M,1966.0,1.75,
/m/05hj0n,Kathleen Quinlan,F,1954.0,1.65,
/m/0ctb6j,Karunas,M,1970.0,,
/m/0b6w17,Prasanna,M,1982.0,,
/m/0807ht1,Samantha Ruth Prabhu,F,1987.0,1.68,
/m/04bxrg,Allen Hoskins,M,1920.0,,African American
/m/04jz9t,Mary Kornman,F,1915.0,,
/m/04jzg4,Jackie Condon,M,1918.0,,
/m/04jzgw,Joe Cobb,M,1916.0,,
/m/04jzj8,Ernie Morrison,M,1912.0,,African American
/m/04jzkr,Mickey Daniels,M,1914.0,,
/m/03cbvxt,Frank Coghlan Jr.,M,1916.0,,
/m/03jx0f,Jack Davis,,,,
/m/03d371d,William Gillespie,M,1894.0,,
/m/04gmg5q,Wallace Howe,M,1876.0,,
/m/04k3g0,Jack Davis,M,1914.0,,
/m/09m4vt,Petchtai Wongkamlao,M,1965.0,,
/m/027vp38,J.V. Somayajulu,M,1928.0,,Indian people
/m/071wvh,Brahmanandam,M,1956.0,1.62,
/m/0c03nv,Vijayashanti,F,1966.0,1.68,Indian people
/m/02q_47d,Johannes Meyer,M,1884.0,,
/m/07sd0p,Francis de Wolff,M,1913.0,,
/m/0327tt,Robert Newton,M,1905.0,1.83,
/m/018462,Diana Wynyard,F,1906.0,1.67,
/m/04q6tj,Hermione Baddeley,F,1906.0,,
/m/092571,Kathleen Byron,F,1921.0,,
/m/0bh9_5z,Amy Veness,F,1876.0,,
/m/0fqql2s,Brian Worth,M,1914.0,,
/m/03cz4fh,Michael Ward,M,1909.0,1.82,
/m/04jt5_,June Haver,F,1926.0,1.57,
/m/04xnc3,Gloria DeHaven,F,1925.0,,
/m/01pr9kj,Joey Lawrence,M,1976.0,1.73,
/m/0k1b5q,Denjirô Ôkôchi,M,1898.0,,
/m/0853b5,Marguerite Clark,F,1883.0,,
/m/019fnh,Jack Pickford,M,1896.0,1.7,
/m/032xhg,Jason Bateman,M,1969.0,1.8,
/m/06nt01,Kim Darby,F,1947.0,,
/m/0b5wtr,James Hampton,M,1936.0,,
/m/01rc4p,John Astin,M,1930.0,1.803,
/m/0cb1ky,Farida Jalal,F,1949.0,1.55,
/m/02jxsq,Sanjeev Kumar,M,1938.0,,
/m/03hv_6,Lochlyn Munro,M,1966.0,1.8,
/m/0b24kc,Chandra West,F,1970.0,,
/m/07z_v_,Steve Bacic,M,1965.0,1.854,
/m/09c_94,P. J. Soles,F,1950.0,1.7,
/m/03mvkm,Temuera Morrison,M,1960.0,1.708,Māori people
/m/09y4tx,Rena Owen,F,1962.0,1.67,
/m/02bf8p,Peter Strauss,M,1947.0,,
/m/061prz,Theresa Russell,F,1957.0,1.67,
/m/01j5ts,Anjelica Huston,F,1951.0,1.78,European American
/m/02my3z,Armin Mueller-Stahl,M,1930.0,,Germans
/m/0170pk,Geoffrey Rush,M,1951.0,1.83,
/m/01fdc0,Lynn Redgrave,F,1943.0,1.753,
/m/01jscz,Marc Warren,M,1967.0,1.75,
/m/05zdk2,Raakhee Gulzar,F,1947.0,,
/m/02rg_7h,Murad,M,1904.0,,Indian people
/m/082t0j,Leela Chitnis,F,1909.0,,
/m/0gcxl37,Kanhaiyalal,M,,,
/m/07s7ljr,Henny Porten,F,1890.0,,
/m/0qmss,Emil Jannings,M,1884.0,,
/m/018gjx,Sergei Bondarchuk,M,1920.0,,
/m/0b15nn,Börje Ahlstedt,M,1939.0,,
/m/04wwpd,Erland Josephson,M,1923.0,1.8,
/m/05qpbr,Pernilla August,F,1958.0,1.72,
/m/012q4n,Peter Stormare,M,1953.0,1.892,Swedish American
/m/027h50v,Anita Björk,F,1923.0,,
/m/03f457l,Lena Endre,F,1955.0,,
/m/03s9b,Ingmar Bergman,M,1918.0,1.79,
/m/03gqqck,DeWitt Jennings,M,1871.0,,
/m/04bjn7,Edna May Oliver,F,1883.0,,
/m/02rnjy,Lola Lane,F,1906.0,,
/m/027q3jm,Willie Best,M,1916.0,,African American
/m/0g4ks5,Leonid Kuravlyov,M,1936.0,,
/m/018p4y,Pierce Brosnan,M,1953.0,1.88,Irish people
/m/01z_g6,Julianna Margulies,F,1966.0,1.68,Jewish people
/m/016z68,Stephen Rea,M,1946.0,1.791,Irish people
/m/074s4p,John Lynch,M,1961.0,,
/m/01933d,Jane Wyman,F,1917.0,1.59,
/m/0br9vt,Dennis Morgan,M,1908.0,1.88,
/m/03r3qv,John Lone,M,1952.0,,
/m/01wmcbg,Karen Black,F,1939.0,1.7,
/m/067ydb,Jesse Bradford,M,1979.0,1.73,
/m/02t_y3,Bruce Davison,M,1946.0,1.85,
/m/02pjtlw,Tom Bower,M,1938.0,1.8,
/m/01z7s_,Emilio Estevez,M,1962.0,1.638,Spanish Americans
/m/03pmzt,Keith David,M,1956.0,1.88,African American
/m/0f8hl4,John Getz,M,1946.0,,
/m/0ksyy4,Geoffrey Blake,M,1962.0,,
/m/09jn9t,Silambarasan Rajendran,M,1985.0,1.75,Indian people
/m/026xr4r,Seema,F,1957.0,,Indian people
/m/081xj6,Moon So-ri,F,1974.0,,
/m/032qgs,Ronny Cox,M,1938.0,1.88,
/m/015d2r,Dan O'Herlihy,M,1919.0,,Irish people
/m/0736qr,Ray Wise,M,1947.0,1.765,
/m/03vgp7,Miguel Ferrer,M,1955.0,1.83,
/m/0ckby1,Rentaro Mikuni,M,1923.0,,
/m/02bl57,Masatoshi Nagase,M,1966.0,,
/m/09k5xf,Ewan Stewart,M,1957.0,,
/m/06y480,Ralph Brown,M,1957.0,,
/m/05zx7mw,Paula de Waart,F,1876.0,,
/m/08hpv7,Richard Gutiérrez,M,1984.0,1.8,
/m/03lnqj,Vera Miles,F,1930.0,1.61,
/m/05dzyz,Steve Forrest,M,1924.0,1.905,
/m/01kddm,Richard Basehart,M,1914.0,1.75,
/m/0bmjp9r,Asif Ali,M,1986.0,1.68,
/m/03c_pqj,Lal,M,1958.0,,Indian people
/m/02pk1p8,Shweta Menon,F,1974.0,1.7,Indian people
/m/0g2j_w,Mallika,F,,,
/m/012j9q,Paul Lukas,M,1891.0,1.842,Jewish people
/m/027pq1z,Peter van Eyck,M,1911.0,,German American
/m/039m2r,Mady Christians,F,1892.0,1.65,
/m/07p7c1,Morris Carnovsky,M,1897.0,,
/m/072cg1,Frank Faylen,M,1905.0,,
/m/02x1wlp,Charles Halton,M,1876.0,,
/m/0d7kwg,Frank Reicher,M,1875.0,,
/m/07ksds,Carl Esmond,M,1902.0,,
/m/03t8v3,Arjun Rampal,M,1972.0,1.87,
/m/06dzgl,Zayed Khan,M,1980.0,1.8,Indian people
/m/0gbxvv5,Shashi Kiran,M,,,Indian people
/m/0mbtg,Anne Ramsey,F,1929.0,,
/m/06dv3,Russell Crowe,M,1964.0,1.8,Māori people
/m/07lt7b,Marion Cotillard,F,1975.0,1.69,
/m/07jznv,Abbie Cornish,F,1982.0,1.73,Australians
/m/08dhgx,Kenneth Cranham,M,1944.0,1.702,
/m/045x4x,Richard Coyle,M,1972.0,1.82,Irish people
/m/04q35cw,Daniel Mays,M,1978.0,,
/m/04sp82,Freddie Highmore,M,1992.0,1.78,
/m/06cptf,Rafe Spall,M,1983.0,,
/m/0blq0z,Jeremy Renner,M,1971.0,1.753,
/m/03gtlj5,Gemma Arterton,F,1986.0,1.7,
/m/02pk6x,Famke Janssen,F,1965.0,1.83,
/m/09jttq,Relangi Venkatramaiah,M,1910.0,,Indian people
/m/07859d,Barry Kelley,M,1908.0,1.88,
/m/055l5h,John Derek,M,1926.0,1.85,
/m/07zj6v,Ricardo Cortez,M,1900.0,,Jewish people
/m/074yf5,Virginia Field,F,1917.0,,
/m/0ds8y02,Haripriya,F,1991.0,,
/m/0g8gg6,Samvrutha Sunil,F,1986.0,,Malayali
/m/04m_kpx,Dileep,M,1968.0,1.63,Indian people
/m/0183w9,Marie Dressler,F,1868.0,,
/m/0fm5ld,Britt McKillip,F,1991.0,,
/m/059xvg,Gary Chalk,M,1952.0,1.82,
/m/076vhqg,Jay Brazeau,M,1953.0,,
/m/0828dl,Bunta Sugawara,M,1933.0,,
/m/02c23m,Franka Potente,F,1974.0,1.74,Germans
/m/015t56,Elijah Wood,M,1981.0,1.68,English American
/m/01_ztw,Mandy Moore,F,1984.0,1.765,
/m/01x6jd,Elizabeth Perkins,F,1960.0,1.73,
/m/01dw_f,Debbie Harry,F,1945.0,1.6,
/m/02mbjf,Prem Nazir,M,1926.0,,
/m/018ptf,Leif Garrett,M,1961.0,1.73,
/m/027fc56,Lurene Tuttle,F,1907.0,,
/m/0brgbp,Morgan Woodward,M,1925.0,,
/m/04md4j,Bruce Glover,M,1932.0,,
/m/017149,Ed Harris,M,1950.0,1.75,
/m/0hsn_,Jessica Lange,F,1949.0,1.71,White American
/m/01nm3s,John Goodman,M,1952.0,1.88,White American
/m/01t2f5,Ge You,M,1957.0,,
/m/0282jcy,Priyamani,F,1984.0,1.68,
/m/0d80tn,Jeevan,M,1975.0,,
/m/02htfz,Honor Blackman,F,1925.0,1.68,
/m/0cbj86,Michael Craig,M,1928.0,,
/m/0181gp,Donald Wolfit,M,1902.0,,
/m/015dlv,Laurence Harvey,M,1928.0,1.85,Jewish people
/m/01bh6y,Jean Simmons,F,1929.0,1.68,
/m/014_4y,Adrian Paul,M,1959.0,1.83,
/m/01c65z,Malcolm McDowell,M,1943.0,1.74,
/m/08zmby,Hugh Williams,M,1904.0,,
/m/0b8vj1,Linden Travers,F,1913.0,,
/m/062hgx,Pamela Adlon,F,1966.0,1.52,
/m/0l_s0,Tony Hawk,M,1968.0,1.905,
/m/04zlzb,Sherry Miller,F,1955.0,,
/m/0krtw2,Chad Allen,M,1974.0,,
/m/05yxsr,Sebastian Spence,M,1969.0,1.78,
/m/02_fj,Frank Sinatra,M,1915.0,1.715,
/m/0ly5n,Fred MacMurray,M,1908.0,1.9,
/m/07nnh1,Alida Valli,F,1921.0,,
/m/04jd5lh,Shahana Goswami,F,1986.0,,
