nameActor,DOB,gender,ethnicity,height,fbCharacterMap,fbCharacterID,fbActorID,careerLength,ageAtFirstMovie,fbID_movies,fbID_nominatedOscar,fbID_wonOscar
Aidan Gillen,1968-04-24,M,/m/03bkbh,1.78,/m/03jt9gg,/m/0h2mnjt,/m/059t6d,22.0,19.0,"['/m/0kvf4j', '/m/09vtyqn', '/m/047q4xt', '/m/01bl7g', '/m/04jhld3', '/m/0dlm5p', '/m/06zt7bs', '/m/0dgng69', '/m/03hklr_', '/m/0drmtg', '/m/0kv2rw', '/m/05szkwq', '/m/047brxh']",,
Aidan Quinn,1959-03-08,M,,1.83,/m/09lyywk,/m/05yq_vm,/m/045c66,27.0,24.0,"['/m/05zptkl', '/m/05sqd7t', '/m/09qb_3', '/m/05sxzwc', '/m/0bmch_x', '/m/06w5jv7', '/m/02rlj20', '/m/027glww', '/m/0cfhfz', '/m/0pv54', '/m/0337v7', '/m/0m9tw', '/m/028f12', '/m/03c55y1', '/m/06fht6', '/m/0bt3fx', '/m/0j274zb', '/m/0cmb2j5', '/m/02vyx68', '/m/08fckt', '/m/0gjb21y', '/m/0346n6', '/m/0gmbr0f', '/m/0dscrm6', '/m/0bmbftx', '/m/045r_9', '/m/0g1ww1', '/m/06m0gr', '/m/032zcf', '/m/027wwyf', '/m/027wwyf', '/m/02__34', '/m/02vwrw3', '/m/03m8tl', '/m/02ll45', '/m/0dmrdp', '/m/03qcnf', '/m/02qmjbc', '/m/04ltlj', '/m/07l50y8']",,
Aileen Pringle,1895-07-23,F,,1.63,/m/07tlwkp,/m/0cgxlbj,/m/0857rd,10.0,,"['/m/03cylp8', '/m/0415vc3', '/m/043l__7', '/m/0b2jrl', '/m/0hn8d3_', '/m/0ctn2l', '/m/04jdygr', '/m/04j1r9f', '/m/09n9rgq', '/m/06zkw9s', '/m/03cxjg3', '/m/0cmdg9v', '/m/02rj1n2', '/m/0415vmf']",,
Aisha Tyler,1970-09-18,F,/m/0h8mzsl,1.829,/m/02vc835,/m/0dggqnk,/m/028r8n,10.0,32.0,"['/m/0270qwm', '/m/047v0jd', '/m/091rc5', '/m/02bj22', '/m/05gf19', '/m/02rhbnb', '/m/02rhbnb', '/m/0c2l1s', '/m/027mlgy', '/m/02qdrjx']",,
Aishwarya,1971,F,/m/0dryh9k,,/m/0mztv1j,/m/0jvm6mc,/m/0bhb7fs,15.0,22.0,"['/m/0j_4xjr', '/m/02rzy2g', '/m/0gx14t8', '/m/0dwv4p', '/m/0fk591', '/m/0h525p2', '/m/03c4k6_', '/m/02qzcdb', '/m/0hr4psl', '/m/0j_490m']",,
Aishwarya Rai,1973-11-01,F,/m/0dryh9k,1.7,/m/029pxd6,/m/0h825y1,/m/050llt,18.0,18.0,"['/m/0dhdjk', '/m/09fn1w', '/m/05p39_d', '/m/05p39_d', '/m/086yz_', '/m/086yz_', '/m/0288xkc', '/m/0265xkj', '/m/02rzy2g', '/m/06hp_8', '/m/05v5_z', '/m/05trlj', '/m/05trlj', '/m/026jjwb', '/m/0dwv4p', '/m/04y8w7q', '/m/0d_n83', '/m/09xq68', '/m/049hk9', '/m/07kdry5', '/m/027tv8g', '/m/04szkd', '/m/04y5pk6', '/m/08h8bc', '/m/0fk3tx', '/m/0bj2cm', '/m/05xd9z', '/m/051x9b6', '/m/03byk9c', '/m/02q0v0d', '/m/03dtt3', '/m/027bgd_', '/m/03cd0d8', '/m/034f24', '/m/034f24', '/m/05_v08', '/m/06jnqx', '/m/0dc7hc', '/m/05v622', '/m/07k2xv', '/m/0b82qq', '/m/02pzxpz', '/m/064l1n', '/m/02w86hz']",,
Ajay,,M,,,/m/0h81k7g,/m/0k008_7,/m/0gbx2ft,6.0,,"['/m/0h13q8j', '/m/0cmb2yj', '/m/0h71b1x', '/m/0fb_nt', '/m/064qdxw', '/m/0gff2pr', '/m/0f98bx', '/m/04ybrwq', '/m/0gx1rjh', '/m/0ds7g40', '/m/0h3pbg3', '/m/0cz9r57', '/m/0cmmg0', '/m/0h6kn26', '/m/0fdsbj', '/m/03gz5ch', '/m/0g9vs5h', '/m/0g9x4s5']",,
Ajay Devgan,1969-04-02,M,/m/0dryh9k,1.8,/m/040mbng,/m/0gyc_9l,/m/044pqn,22.0,22.0,"['/m/03d76w1', '/m/0bmh28z', '/m/0273d78', '/m/0gfffqy', '/m/0408bl4', '/m/0czbh1g', '/m/03d6_9f', '/m/0462slj', '/m/047q7m3', '/m/027zts0', '/m/0b82dt', '/m/0265xkj', '/m/04jcy7d', '/m/06ncf7', '/m/09rt8z9', '/m/03b_0q5', '/m/03c7y_z', '/m/05v5_z', '/m/08jcb1', '/m/07kgq4n', '/m/03d6_40', '/m/0278325', '/m/0h69217', '/m/09tt8l', '/m/02qzkhy', '/m/027gbvn', '/m/0281k04', '/m/0gyk_v2', '/m/080mt0', '/m/05mwsz7', '/m/0408ssd', '/m/04cynfs', '/m/0b_zzx2', '/m/04zxn2z', '/m/080lmc', '/m/047bmvx', '/m/02x2q85', '/m/02rmzn9', '/m/0ddnhr', '/m/0gx_ktp', '/m/0b6dmdw', '/m/0fk3tx', '/m/03mc44m', '/m/027cs4n', '/m/0csgrs', '/m/0462q8j', '/m/05b51n5', '/m/0b6g1sr', '/m/08wqh3', '/m/03mc41j', '/m/0h3w1pw', '/m/02v_ltd', '/m/0b6g1qz', '/m/05qfdf', '/m/0cb3yz', '/m/0f8d60', '/m/03mc4pt', '/m/0408sxw', '/m/0gjbm5h', '/m/06wbkxb', '/m/027j37k', '/m/02q5yw_', '/m/05_735', '/m/051zgjd', '/m/046z6n', '/m/08lrkw', '/m/08lrkw', '/m/05pcnp3', '/m/0dsf2q4', '/m/02r0fbn', '/m/0277h85', '/m/0ch2g6b', '/m/061r5t', '/m/0cnykr9', '/m/0k0x9_d', '/m/02721m8']",,
Ajay Naidu,1972-02-12,M,/m/04gfy7,1.65,/m/07t4g98,/m/0hcft54,/m/037pv2,23.0,14.0,"['/m/04f2rzb', '/m/03hj5lq', '/m/0b2tb1', '/m/041344k', '/m/01vg3r', '/m/02z3zdx', '/m/07k2mq', '/m/045690', '/m/02pn3sb', '/m/09x1j7', '/m/0nrnk', '/m/0b6n_zn', '/m/02xs6_', '/m/03whqt2', '/m/027f6x0', '/m/08x6vf', '/m/03l6q0', '/m/0dgtcp', '/m/05szbg']",,
Ajith Kumar,1971-05-01,M,/m/029f2r,1.8,/m/03lrqwh,/m/0gz5c8p,/m/06c53w,19.0,22.0,"['/m/0gp9cf', '/m/045hxr', '/m/0gp9dg', '/m/0bhg84', '/m/03qcjzh', '/m/0gp9fv', '/m/0jt7qbp', '/m/0cg0kc', '/m/0ch3r0j', '/m/0gp9gw', '/m/0g_93h', '/m/0gg5cm4', '/m/0gp9j7', '/m/0d09nz', '/m/0dj3r7', '/m/0gp9dt', '/m/05sz6t7', '/m/026hl18', '/m/02pqkzr', '/m/0gp9fh', '/m/051z1_l', '/m/026_rns', '/m/0gq09g']",,
Ajmal Ameer,,M,/m/0dryh9k,,/m/09j2wgv,/m/0k157qs,/m/04lgg1b,5.0,,"['/m/080k2pb', '/m/0bbwjs9', '/m/0b77ppv', '/m/05c14qz', '/m/02rm6c1', '/m/03m96hg', '/m/0gkzq1p', '/m/0h3rpxt', '/m/09k5s49', '/m/0j_4k2k']",,
Akaji Maro,1943-02-23,M,,,/m/0k2kfc,/m/0h6dwrs,/m/04077hs,31.0,37.0,"['/m/04fs53', '/m/0804nt', '/m/0h7lb07', '/m/0kvdrs', '/m/0kvdrd', '/m/0f900b', '/m/0gyt1s2', '/m/04cx5xy', '/m/0glsndy', '/m/0kvdh3', '/m/05c10fq', '/m/09v82yr', '/m/09v2cqp']",,
Akemi Okamura,1969-03-12,F,,,/m/02tb1ll,/m/07wp0b,/m/04f5z2,20.0,23.0,"['/m/0cj6db', '/m/02vv7yd', '/m/03whhzs', '/m/0d6cc7', '/m/0jkvs1k', '/m/0cj6c9', '/m/0b6mcy_', '/m/0cj6h3', '/m/0cj6b8', '/m/016ztl', '/m/0cj6gf', '/m/0c1fyl']",,
Akhilendra Mishra,1960-09-28,M,/m/0cm7w1,,/m/0gvwy74,/m/0h7bjj9,/m/04d_fbm,11.0,40.0,"['/m/0czdf2l', '/m/09rt8z9', '/m/0661b__', '/m/0bmgx8f', '/m/0gyk_v2', '/m/0hr0g0_', '/m/0h3z0h', '/m/0dlkwhh', '/m/026zw_9', '/m/04jwjq', '/m/080jbq9', '/m/021pqy', '/m/05_735', '/m/06y67f']",,
Akihiko Hirata,1927-12-26,M,,,/m/09hz34b,/m/0gc_rjg,/m/04d_fbz,25.0,26.0,"['/m/09dl0l', '/m/0b7126', '/m/0g5qhp_', '/m/02r3qq', '/m/034y8', '/m/0b7q3f', '/m/0b7kj8', '/m/0dpl6c', '/m/05c09hp', '/m/0b2d2c', '/m/02r3xq', '/m/06nkh0', '/m/09m01l', '/m/034xx', '/m/034xh', '/m/0czb18z', '/m/034zt', '/m/034__', '/m/0fz3tc', '/m/018lr7', '/m/0d_xtv', '/m/07bwc_']",,
Akiko Yajima,1967-05-04,F,,1.52,/m/0j8pbhn,/m/0j8pbhr,/m/03jmsw,18.0,26.0,"['/m/0gn7zp', '/m/0h988rg', '/m/0h97wd0', '/m/0h98fhb', '/m/0h95tzt', '/m/0h94dx6', '/m/0czdgn4', '/m/0cj6b8', '/m/0h95ltz', '/m/0cfdsq', '/m/0h981bw', '/m/0h96c0y', '/m/0hch51m', '/m/0czdwl3', '/m/0h9426v', '/m/0h95h33', '/m/0h98rnh']",,
Akim Tamiroff,1899-10-29,M,,1.651,/m/09rfst6,/m/09rfst9,/m/04jxlw,35.0,,"['/m/09rfs9q', '/m/01b15b', '/m/04cvhrk', '/m/03y8_pl', '/m/0vjq0', '/m/02qxm4n', '/m/02pgwxt', '/m/04q3hl8', '/m/03hjv97', '/m/054_8x', '/m/09vtx26', '/m/0jz12', '/m/0gnkb', '/m/0bb8rj7', '/m/04wyhc', '/m/0gmcc_h', '/m/03h2n6k', '/m/0dm51w', '/m/023wd3', '/m/0b6g6l1', '/m/0gng_', '/m/0b6xm8r', '/m/02wcb15', '/m/09y9gf', '/m/04lhr8p', '/m/0h1kp', '/m/0gndh', '/m/0dz50c', '/m/04ctmp0', '/m/02vqpzb', '/m/07kckl1', '/m/09x69j']","['/m/0gnkb', '/m/0dz50c']",
Akio Ohtsuka,1959-11-24,M,,,/m/0kwp_cq,/m/0kwp_ct,/m/03cbvc,18.0,31.0,"['/m/0cj6db', '/m/01kzd_v', '/m/0c6mr2', '/m/0g8zn3', '/m/03hpdcd', '/m/0crbq3', '/m/03wgcl', '/m/05mt7_y', '/m/018nnz', '/m/05plj', '/m/05plj', '/m/026blwx', '/m/03cjn96', '/m/01yq27', '/m/016ztl', '/m/07927k', '/m/04d_rj6']",,
Akira Emoto,1948-11-03,M,,,/m/02vb5yz,/m/0h5tw13,/m/0cfrx5,27.0,36.0,"['/m/0gbkv1', '/m/026xqc', '/m/0h7lb07', '/m/0gvttrr', '/m/01rc_m', '/m/04635qs', '/m/0ggrjb', '/m/0gmg_ms', '/m/0bpl1z', '/m/04nlvn0', '/m/0dkx93', '/m/04sm94', '/m/0gfgbv9', '/m/0gvqvp9', '/m/0472yh', '/m/0dlh7sg', '/m/054xfjm', '/m/080cf1r', '/m/0g9y77f']",,
Akira Kamiya,1946-09-18,M,,,/m/0bmzk4_,/m/0847r_,/m/03q64h,25.0,37.0,"['/m/056k77g', '/m/026q3z9', '/m/02rv92v', '/m/02w5tqb', '/m/026pf6t', '/m/02rv513', '/m/05b4ht4', '/m/027l7sg', '/m/02rvb8p', '/m/02rknss', '/m/026blwx', '/m/026qn7', '/m/0c7dt9', '/m/03d94g2', '/m/0204dm', '/m/0280d29', '/m/02rvccr', '/m/0fwkrc', '/m/027qw_y', '/m/02rv8fj', '/m/0436yk', '/m/02rv6gh', '/m/02rv7tv']",,
Akira Takarada,1934-04-29,M,,1.82,/m/0k0vjs,/m/0hsvlp0,/m/0bsbyr,53.0,20.0,"['/m/02r3yf', '/m/0gg6wt0', '/m/06np3s', '/m/0gtv5ll', '/m/04skjf', '/m/06nkh0', '/m/0d1wbk', '/m/02r3w_', '/m/034xx', '/m/05c2g3q', '/m/034__', '/m/0d_xtv', '/m/02q9d9w']",,
Akkineni Nagarjuna,1959-08-29,M,/m/09m6hr,1.83,/m/03lxy6h,/m/0h18d97,/m/06pwf6,26.0,26.0,"['/m/027sm0z', '/m/0dlkwgt', '/m/0h7299f', '/m/0fk7m2', '/m/0fp_dvz', '/m/0cmc_c3', '/m/02gvt2', '/m/02phcqt', '/m/027gbvn', '/m/0f1wkm', '/m/0f1wkm', '/m/0jkvttb', '/m/03nsb2p', '/m/0c41bpw', '/m/03ynpf9', '/m/027snwd', '/m/0ds08gq', '/m/02rhlz7', '/m/09rsx6h', '/m/0f8spg', '/m/09rxk5h', '/m/06zrnt5', '/m/02phc_d', '/m/03mdbf8', '/m/0fmywq', '/m/0f2h94', '/m/0hhggpq', '/m/0fk943', '/m/0fmzqq', '/m/0g9yvtf', '/m/0kvc4q', '/m/09rsh8f', '/m/0h30sy', '/m/0fq_4g', '/m/08wqh3', '/m/08068sr', '/m/09rxlwq', '/m/080jbq9', '/m/0b4khh', '/m/02phblq', '/m/0jk_nyv', '/m/027907h', '/m/0gtvtyb', '/m/0fslm_']",,
Akkineni Nageswara Rao,1924-09-20,M,/m/0dryh9k,,/m/0gvwgq0,/m/0h8lsph,/m/01gkm5,58.0,23.0,"['/m/0c41tt3', '/m/0b6mw45', '/m/0ch302f', '/m/0b75x2n', '/m/0b74hjz', '/m/07kjcv2', '/m/0gmcf7r', '/m/0g5rx94', '/m/09v8rcn', '/m/0b73p28', '/m/0b6dlf3', '/m/026xy2x', '/m/0b6dspt', '/m/0fmywq', '/m/0b772q3', '/m/0bh9xmw', '/m/0fqnnqk', '/m/0h_bf_g', '/m/0j464cj', '/m/05zv6w1', '/m/02qs18m', '/m/0c00pqr', '/m/0f98zp', '/m/0bs7st8', '/m/0cz9cj_', '/m/0b76skz', '/m/0bm9hhy', '/m/0bs36tb']",,
Akshay Kumar,1967-09-09,M,/m/0dryh9k,1.85,/m/0hgtwhk,/m/0h_033k,/m/02tq2r,21.0,23.0,"['/m/0hgpxb3', '/m/0gfhc13', '/m/0fp_tm6', '/m/0fp_tm6', '/m/0fp_tm6', '/m/0gmqdj', '/m/0924qt', '/m/0f42nz', '/m/0gfdlqr', '/m/03mb5cp', '/m/0c6qy_q', '/m/0f3kpd', '/m/05p39_d', '/m/08bynm', '/m/08bynm', '/m/08bynm', '/m/0822cv', '/m/02775jp', '/m/0c55zk', '/m/026tzpx', '/m/0fq2sjs', '/m/0gmf0h9', '/m/06l_xl', '/m/0bbysg1', '/m/0bmgx8f', '/m/03m9spw', '/m/027bwty', '/m/070dlh', '/m/0gwymds', '/m/082d1n', '/m/02qw5br', '/m/0b17_c', '/m/0gfjlyk', '/m/03mbwxx', '/m/0735db', '/m/090yk5', '/m/0jkxs0h', '/m/05v5_gc', '/m/05v5_gc', '/m/047smmb', '/m/07g41h', '/m/0f8h9h', '/m/0gfhwwj', '/m/076w0yj', '/m/04jblz0', '/m/04jblz0', '/m/051z4n5', '/m/06zrnt5', '/m/0bh7_zb', '/m/0ftz6z', '/m/08yhg0', '/m/0glrlq3', '/m/03c6g3r', '/m/0b6fx_4', '/m/03c72dr', '/m/04cx8w4', '/m/03m7h1d', '/m/0b1zmj', '/m/091s7d', '/m/0gvtpx4', '/m/04f3n3x', '/m/02wcv03', '/m/026s9vw', '/m/07rv7_', '/m/0fk3tx', '/m/0gtvl2b', '/m/07w468', '/m/0gfh97x', '/m/0d4szx', '/m/06gw45', '/m/04czjj_', '/m/0fphktj', '/m/0fjw7q', '/m/0b6g1sr', '/m/05nznkf', '/m/03mc41j', '/m/09qsd6', '/m/0283wdn', '/m/0278r7d', '/m/027d1t4', '/m/05kzww', '/m/04zyrhn', '/m/0ftzb1', '/m/06w5g2n', '/m/027vb6l', '/m/0glk60', '/m/09yds2', '/m/0b6jrt_', '/m/027vjrp', '/m/027vjrp', '/m/0gfhgzn', '/m/0j_64v4', '/m/0gfhy7q', '/m/09gkl74', '/m/09gkl74', '/m/02wz99l']",,
Akshaye Khanna,1975-03-28,M,/m/0dryh9k,1.75,/m/0b6t3kv,/m/0h9y7hd,/m/06qxx0,15.0,21.0,"['/m/0b6frym', '/m/0db_xm', '/m/0h2d0rh', '/m/03c7y_z', '/m/07x_bc', '/m/09lgg5', '/m/0c9fb_', '/m/0f0nrb', '/m/03qmp32', '/m/0hr0g0_', '/m/028842h', '/m/027tv8g', '/m/0874xs', '/m/02794b4', '/m/026zw_9', '/m/02w0qmq', '/m/0cm8p9', '/m/05xd9z', '/m/0glscgc', '/m/08wqh3', '/m/09k69b_', '/m/02pvxx6', '/m/0fx5b8', '/m/04z13w', '/m/0b__zsd', '/m/0ds095', '/m/027sb8v', '/m/0b6jrt_', '/m/0cnykr9']",,
Al Bridge,1891-02-26,M,,,/m/0gbvql9,/m/0k6xjc9,/m/0gnkff,16.0,,"['/m/0bmjzys', '/m/02w3qw_', '/m/027bldk', '/m/0jz12', '/m/0b6g6h5', '/m/04j27m7', '/m/04j15k2', '/m/05css_', '/m/09shgs', '/m/09jy5h']",,
Al Pacino,1940-04-25,M,/m/0xnvg,1.7,/m/0jshhb,/m/02nw965,/m/0bj9k,40.0,31.0,"['/m/015wmg', '/m/0g55blx', '/m/02qjrcp', '/m/03mvtj', '/m/07lz72', '/m/0cly8m', '/m/0jsf6', '/m/09xbpt', '/m/08x894', '/m/0bf_l7', '/m/0337wr', '/m/0_9wr', '/m/0_9wr', '/m/0bxsk', '/m/06xwq9', '/m/035_2h', '/m/07g1sm', '/m/03px_w', '/m/0bb91x', '/m/06cpd9', '/m/07w6n3', '/m/02r6fhw', '/m/015qsq', '/m/06kg0c', '/m/05vk1j', '/m/031s5z', '/m/02rzk_m', '/m/01gglm', '/m/011yth', '/m/0ch3qr1', '/m/0bbvw51', '/m/01nln3', '/m/01qvz8', '/m/0y_yw', '/m/05ft9h']","['/m/015wmg', '/m/0jsf6', '/m/0_9wr', '/m/0_9wr', '/m/06xwq9', '/m/035_2h', '/m/07g1sm', '/m/015qsq', '/m/0y_yw']",['/m/0_9wr']
Al Thompson,1884-09-21,M,,1.7,/m/040h6m1,/m/0h6clkl,/m/02z475f,85.0,,"['/m/02qfqzf', '/m/02747wk', '/m/026txx4', '/m/03d3lz0', '/m/03gw38p', '/m/03gw33w', '/m/026wss8', '/m/09flkf', '/m/03d3klp', '/m/03d86pp', '/m/02qp_gz', '/m/03cmw7l', '/m/02qv6lf', '/m/0fh_rq', '/m/03gw2d4', '/m/03gv_8p', '/m/03d6df0', '/m/03d6fkz', '/m/03d6dk4', '/m/026rsln', '/m/03gw32v', '/m/03hmr4']",,
Alain Chabat,1958-11-24,M,,,/m/02nzwsh,/m/02nzwsk,/m/0krrfy,18.0,35.0,"['/m/026tk34', '/m/02phv5s', '/m/0bbtwnn', '/m/0h2h8sm', '/m/0kv5xw', '/m/0dcf7t', '/m/0gtmqf', '/m/04gv3db', '/m/0279pk8', '/m/0551gb1']",,
Alain Cuny,1908-07-12,M,,,/m/075ffr4,/m/0hnw05c,/m/02q2y2l,50.0,34.0,"['/m/07kdsz2', '/m/06zlyqp', '/m/04gn8dq', '/m/08h5jf', '/m/0b1szl', '/m/0408dyh', '/m/06417_0', '/m/02psgq', '/m/06w4h6k', '/m/02pwxy2', '/m/04lh90p', '/m/09xcx6', '/m/05c42hg', '/m/05b4ygh']",,
Alain Delon,1935-11-08,M,/m/03ts0c,1.82,/m/02tb3l7,/m/0h2m15y,/m/01syr4,50.0,23.0,"['/m/02r69jl', '/m/04y9f2y', '/m/07j3zz', '/m/07kdsz2', '/m/043k94f', '/m/05242fl', '/m/027s518', '/m/0k6ydtr', '/m/05mvqt4', '/m/03hhgxb', '/m/05b2n0l', '/m/07bmgl', '/m/0b85mm', '/m/04q22kh', '/m/0crrs32', '/m/0gmcc_h', '/m/06hblg', '/m/04j315v', '/m/04ljt1w', '/m/0c3vns', '/m/0805_gf', '/m/04ppds', '/m/04ppds', '/m/0crsdyg', '/m/0hr2mp2', '/m/0gtxf4m', '/m/02q_570', '/m/0cmcvkm', '/m/02wx2_x', '/m/0g605h']",,
Alan Alda,1936-01-28,M,/m/033tf_,1.88,/m/062w8x_,/m/0clf96d,/m/0jmj,43.0,32.0,"['/m/03w9wwh', '/m/03cn57h', '/m/0qlz9', '/m/04y7337', '/m/0mdlf', '/m/0blpg', '/m/0kv083', '/m/0bvdh4d', '/m/03cffvv', '/m/04n5f3x', '/m/0dlns08', '/m/07zcw5', '/m/0fvp0c', '/m/0cprpb', '/m/02wz313', '/m/04k9yp', '/m/0kvgws', '/m/0dgr73z', '/m/01qjx3', '/m/027x9nw', '/m/05p900w']",,
Alan Arkin,1934-03-26,M,/m/041rx,1.75,/m/02vccr9,/m/0h3c3gw,/m/015grj,46.0,32.0,"['/m/0fmxlc', '/m/026wlxw', '/m/059wxk', '/m/09qycb', '/m/0p7q7', '/m/0h1x5f', '/m/0f61tk', '/m/0kv9s0', '/m/0bbvdn4', '/m/03ctw2d', '/m/058q46', '/m/07vwm0', '/m/01s3vk', '/m/01tfy7', '/m/07by0n', '/m/0dddhtz', '/m/088rd9', '/m/03rtz1', '/m/0bg902t', '/m/03fpj2', '/m/0gvv59r', '/m/0f4k49', '/m/02v_g8n', '/m/091rc5', '/m/0fmfrn', '/m/07s7wsb', '/m/05s_gny', '/m/08zj46', '/m/042pgm', '/m/0bh9g73', '/m/0kv3jj', '/m/015kly', '/m/0gdrwt', '/m/02qr3k8', '/m/05g3kb', '/m/0kv5nj', '/m/051xtx9', '/m/0dpybf', '/m/09v8nj1', '/m/0h03fhx', '/m/07k4wk2', '/m/09kysc', '/m/0fmxpg', '/m/04jfws6', '/m/09mjxy', '/m/059mfz', '/m/03cvx8t', '/m/05zzt32', '/m/080h_7c', '/m/080b45h', '/m/04ybtdp', '/m/04n3c8_', '/m/047rc37', '/m/054_4_', '/m/03ctzzn', '/m/07kfrbc', '/m/01f50k', '/m/05mx6rm', '/m/01pgr3', '/m/06zkdgc', '/m/0dks22', '/m/0bscw']","['/m/0p7q7', '/m/0h1x5f', '/m/07by0n', '/m/088rd9', '/m/091rc5', '/m/0h03fhx', '/m/04jfws6', '/m/080b45h']","['/m/0h1x5f', '/m/07by0n', '/m/091rc5', '/m/080b45h']"
Alan Bates,1934-02-17,M,,1.8,/m/02vcrl7,/m/0n9zhzq,/m/015gw6,44.0,26.0,"['/m/0p_ss', '/m/0cd3m', '/m/09qb_3', '/m/0b651dx', '/m/09hh0_', '/m/0g0bmf', '/m/01jw67', '/m/02qb3fw', '/m/0g56s43', '/m/088yvs', '/m/0prhz', '/m/06609y9', '/m/03d9873', '/m/03ch_x2', '/m/0f4b9n', '/m/0crz6lg', '/m/03c4l8x', '/m/025dg6', '/m/01lcst', '/m/0cf8qb', '/m/08bg72', '/m/04gh25y', '/m/07v3pr', '/m/027twpj']",['/m/0g0bmf'],
Alan Cumming,1965-01-27,M,/m/03lmx1,1.78,/m/02vbyhj,/m/0h2k4sq,/m/01cwcr,22.0,26.0,"['/m/026dfz5', '/m/08m836', '/m/01yzvd', '/m/07fg8p', '/m/025skpr', '/m/06wp7r', '/m/047cxf8', '/m/080pfnc', '/m/02pmcp1', '/m/01cms4', '/m/07tj4c', '/m/01qb5d', '/m/0gy69wr', '/m/02rrfzf', '/m/0bz6sq', '/m/03tsz3', '/m/038jkz', '/m/02qcr', '/m/05nyqk', '/m/047q4xt', '/m/0bwhmll', '/m/04n0w_9', '/m/0kvgrv', '/m/098q_y', '/m/0g_swk', '/m/01npcx', '/m/0jkvs82', '/m/03crpy6', '/m/04lfcmr', '/m/04zx0rb', '/m/02z0nhq', '/m/0gd7ys', '/m/0gyl2hg', '/m/0ds67cb', '/m/0fbn1l', '/m/07x4qr', '/m/07kh7dn', '/m/02q_q8c', '/m/02wgbb', '/m/04zs23', '/m/0bd3g7']",,
Alan Fudge,1934-02-27,M,,,/m/02vb6kr,/m/0my69y_,/m/05bxr9,35.0,39.0,"['/m/0270gq8', '/m/05q68ql', '/m/05ms3th', '/m/09rsst4', '/m/080pqkr', '/m/026qytn', '/m/0fnn52', '/m/080j3l9', '/m/0fzxgk', '/m/0467wt']",,
"Alan Hale, Jr.",1921-03-08,M,,,/m/03lbptd,/m/01jcq_,/m/02qn4z,42.0,21.0,"['/m/07vz8r', '/m/0d82wb', '/m/02z1zb6', '/m/0kv7ck', '/m/04jmr6p', '/m/09t9y_1', '/m/02pk3h0', '/m/06lp10', '/m/05b68rp', '/m/0fm9pd', '/m/09rlnxt', '/m/02pn68t', '/m/026w7m8', '/m/0kb71', '/m/026_24c']",,
"Alan Hale, Sr.",1892-02-10,M,,,/m/04ls7sp,/m/0n62_hb,/m/02t1wn,27.0,,"['/m/04d_y7z', '/m/04vgss', '/m/027hdfv', '/m/02x7c9w', '/m/06pkq3', '/m/0dhpr6', '/m/07kdmkj', '/m/09rjzhk', '/m/06w705q', '/m/03br6p', '/m/026pqmj', '/m/044_wc', '/m/0bb8rj7', '/m/0b6n2qx', '/m/025sgy6', '/m/07mdzg', '/m/0m910', '/m/02pk3cy', '/m/01842j', '/m/0ckfd4', '/m/088v19', '/m/0c5dd', '/m/04tr4r', '/m/0gkz18l', '/m/0282gtd', '/m/0btjqjh', '/m/03c_l6d', '/m/043nx1d', '/m/0h5ys_', '/m/09rjzh_', '/m/03rjnk', '/m/047t0yp', '/m/0b6h9cr']",,
Alan King,1927-12-26,M,/m/041rx,1.73,/m/0cmxp3n,/m/0cyfrq8,/m/02xb15,49.0,27.0,"['/m/03ctstx', '/m/07njn_', '/m/0d7svf', '/m/02mgcm', '/m/033hmj', '/m/07zzk8', '/m/027t50w', '/m/025tr2f', '/m/04jphry', '/m/0bb91x', '/m/08d216', '/m/02_sr1', '/m/026f0cy', '/m/0fmyt9', '/m/0fgfw5', '/m/082x6d', '/m/0cng1p']",,
Alan Ladd,1913-09-03,M,,1.65,/m/02vcfs2,/m/0h5c7yb,/m/02knnd,24.0,21.0,"['/m/0d1t91', '/m/07z3q5', '/m/02x31k_', '/m/01lsl', '/m/080dnfh', '/m/05c7xbc', '/m/09vtx26', '/m/0b4cpm_', '/m/03gryfb', '/m/064npnj', '/m/01dnqz', '/m/0kvgmx', '/m/0b6d5ns', '/m/02x31w8', '/m/0b4cpsr', '/m/0k4bc', '/m/02x31z0', '/m/04lhm4f', '/m/0gnxdf', '/m/0kv46x', '/m/0cgt1g_', '/m/02x31s5']",,
Alan Mowbray,1896-08-18,M,,,/m/0cg03ry,/m/0hpylpj,/m/05p3dw,26.0,,"['/m/03c28qn', '/m/075cph', '/m/09rmlmd', '/m/03cxkn4', '/m/09tw6r', '/m/03wcdwf', '/m/07kdz6p', '/m/054_34', '/m/0bcndz', '/m/04954r', '/m/04g0dvs', '/m/0c1_dsh', '/m/03wb9gc', '/m/0184cs', '/m/04162fh', '/m/026v_z9', '/m/02qbhfw', '/m/02w600m', '/m/0cnyb30', '/m/04gr4dw', '/m/027x4lh', '/m/02q9d6s', '/m/027m7x4', '/m/05b65b8', '/m/0g8psw7']",,
